opinion_id,fk_origin_article_id,citation,sentiment_score,inconsistency_flag,inconsistency_with_id,inconsistency_comment,controversy_score,relevancy_score,contribution_score,opinion_hotness,is_selected,person_name
17,46,"It is of critical importance that women take a seat at any table where consequential decisions are made, as targeting such large opportunities without diverse thinking would be to society’s detriment.",-0.25,False,[],,0.3,0.6,0.4,0.41,False,Helena Geingos
18,46,Namibia’s green hydrogen plans extend beyond domestic energy self-sufficiency. It is also about intra-African trade and exporting clean energy to South Africa.,0.85,False,[],,0.4,0.95,0.85,0.695,True,Monica Geingos
19,45,"RePowerEU\"" proposal increased renewables target to 45% by 2030.",0.65,False,[],,0.6,1.0,1.0,0.84,True,European Commission
20,45,"Wind and solar are already helping European citizens,\"" said Chris Rosslowe, senior analyst at Ember, highlighting the potential of renewables.\""But the future potential is even greater.",0.85,False,[],,0.4,0.95,0.85,0.695,True,Chris Rosslowe
21,44,"IEA forecasts EU emissions decrease, despite increased coal use due to gas price hikes. Warns rapid emission reduction needed for 1.5°C goal.",-0.65,False,[],,0.6,0.9,0.8,0.745,True,IEA Scientists
22,44,This means that CO2 emissions are growing far less quickly this year than some people feared – and that policy actions by governments are driving real structural changes in the energy economy.,0.65,False,[],,0.6,0.95,0.85,0.775,True,Fatih Birol
23,44,"The International Energy Agency published a forecast showing CO2 emissions will rise by 300 million metric tons in 2022, reaching 33.8 billion tons.",-0.85,False,[],,0.6,1.0,1.0,0.84,True,International Energy Agency
24,43,"Ayukegba stated the need to invest significantly into generating power for Africa’s 600 million people without energy access, emphasizing reliable energy is crucial for development.",0.85,False,[],,0.4,0.95,0.85,0.695,True,Verner Ayukegba
25,43,"Ayukegba emphasized a balanced approach, advocating for gas-to-power solutions to avoid job losses related to climate change transitions. He highlighted the social aspects of transitioning away from coal and acknowledged Africa's reliance on imported oil and gas.",-0.6,False,[],,0.7,0.6,0.4,0.57,False,Ayukegba
26,43,"Ayukegba stated that transitions need to be tailored to specific regions, acknowledging the diverse challenges across Africa and highlighting the urgency of addressing power access for 600 million people.",0.32,False,[],,0.4,0.95,0.85,0.695,True,Chancel Ayukegba
27,42,"We turn buildings into Teslas…we now can rip all of the fossil fuel equipment out of our homes and schools and buildings and replace it with smart, modern, all electric, healthy equipment that’s good for the planet and good for our families.",0.85,False,[],,0.8,1.0,1.0,0.92,True,Donnel Baird
28,42,This is hero status work… tenants come up to me and thank me for the system and tell me that they see a real savings in their actual electricity unit use.,0.85,False,[],,0.3,0.95,0.85,0.655,True,Lincoln Eccles
29,41,"Renewables were already expanding quickly, but the global energy crisis has kicked them into an extraordinary new phase of even faster growth...",0.85,False,[],,0.6,0.95,0.85,0.775,True,Fatih Birol
30,41,"The amount of renewable power capacity added in Europe in the 2022-27 period is forecast to be twice as high as in the previous five-year period, driven by a combination of energy security concerns and climate ambitions,\"" – IEA report.",0.85,False,[],,0.6,0.95,0.85,0.775,True,Unspecified
31,40,"The price of SAF is four to five times that of conventional jet fuel and it’s limited in supply. Only two bodies are allowed to certify it, so until we have more and until governments intervene to incentivize production, SAF will continue to be limited,\"" she says.",-0.65,False,[],,0.6,0.95,0.85,0.775,True,Fatima AlQubaisi
32,40,"The warming you’re avoiding… is up to 60%, if not more.\"" She emphasized the importance of collaboration in decarbonizing aviation.””Hopefully you’ll hear of more airlines joining the Greeliner program…”””Sustainability is not an area for competition, it’s an area for collaboration.””",0.85,False,[],,0.6,0.95,0.85,0.775,True,AlQubaisi
33,40,"It’s essentially a call to action…let’s try everything possible to decarbonize.\"" – Mariam AlQubaisi, head of sustainability at Etihad Airways.",0.85,False,[],,0.4,0.95,0.85,0.695,True,Mariam AlQubaisi
34,39,"Europe and its partners must do more to combat the effect of such unfair subsidies and prolonged market distortion,\"" – Julia Horowitz",-0.6,False,[],,0.6,0.9,0.8,0.745,True,Julia Horowitz
35,39,"Europe is determined to lead the clean tech revolution,\"" she added in the statement.”",0.85,False,[],,0.6,1.0,1.0,0.84,True,Ursula von der Leyen
36,38,It’s like asking whether a hammer is good or bad. Your answer depends on what you do with it.,0.6,False,[],,0.4,0.95,0.85,0.695,True,Hank Green
37,38,We haven’t really thought about how to do it in a way that’s really pro-social. We haven’t thought about how to sort of make the tool best for a human and best for human outcomes.,-0.6,False,[],,0.7,0.8,0.6,0.69,True,David Green
38,36,"What we need it to become is the defense authorization act...\"" aiming for diffuse federal effort behind clean energy goals.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Lori Lodes
39,37,Recommendations for using frozen green beans for one year to maintain flavor and texture.,-0.25,True,"[30, 5, 7]","Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > Huge inconsistency! Adding frozen beans disrupts green energy themes & clashes with established re",0.1,0.05,0.0,0.0525,False,Unspecified
40,37,"Recommends blanching green beans in boiling water for 3 minutes to retain color, vitamins, and clean them.",-0.25,True,"[30, 5, 7]","Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > Sudden shift in topic! Citation jumps from energy policy to food prep, breaking thematic coherence",0.2,0.1,0.1,0.14,False,Unspecified
41,36,"New York Republican Rep. Brandon Williams’ district is receiving a massive plant for EV semiconductor manufacturing, attracting significant clean energy investments.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Brandon Williams
42,36,Republicans believe – and the next election will help us see whether this is a good strategy or not – that culture war is going to be better to help them win than talking about jobs and the economy.,-0.85,False,[],,0.7,0.9,0.8,0.785,True,Anthony Leiserowitz
43,36,President Joe Biden’s administration is facing legal challenges from Republican state attorneys general regarding proposals to speed the transition toward a low-carbon economy.,-0.6,False,[],,0.8,0.85,0.75,0.795,True,Joe Biden
44,36,"Florida Gov. Ron DeSantis organized a coalition of 19 Republican governors to fight ESG measures, calling them ‘woke capitalism.’",-0.8,False,[],,0.75,0.95,0.85,0.835,True,Ron DeSantis
45,36,"Utah Rep. John Curtis, chair of the Conservative Climate Caucus, highlighted $11 billion clean energy investments in his district.",0.65,False,[],,0.6,0.85,0.75,0.715,True,John Curtis
46,36,Only a very small percentage of even moderate Republicans cite climate as an important issue...the share of all Republicans who support developing more clean energy sources is actually dropping.,-0.8,False,[],,0.9,0.85,0.75,0.835,True,Leiserowitz
47,35,"Here are a few options within 300 characters, prioritizing different aspects: **Option 1 (Focus on Impact):** “Covid hit Coega hard,” says Asanda Xawuka. “Eastern Cape unemployment is over 50% – huge potential for investment & job creation!” (approx. 248 chars) **Option 2 (More Detail):** Asanda",-0.65,False,[],,0.6,0.95,0.85,0.775,True,Asanda Xawuka
48,35,"It’ll start replacing heavy fuel oils on ships and it’ll replace diesel. That will become the fuel of the future, particularly in the maritime industry.",0.85,False,[],,0.4,0.95,0.85,0.695,True,Colin Loubser
49,36,"Republicans believe that if Republican voters see the clean energy transition as part of a liberal effort to uproot US traditions, it may not soften their resistance to climate action.",-0.65,True,"[30, 5, 7]","Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > Shifted perspective! New citation reveals a partisan critique of green energy, contrasting with pr",0.8,0.85,0.75,0.795,True,Unspecified
50,34,"It’s the moment you’ve been waiting for… taking The Saviors Tour on the road all summer long next year to celebrate 30 years of ‘Dookie,’ 20 years of ‘American Idiot’ + our new album ‘Saviors’!!!",-0.0,False,[],,0.2,0.5,0.3,0.31,False,Billie Joe Armstrong
51,33,"With this system we create biodiversity, which means better soil, healthier crops and a bigger yield.\""\nSand to Green aims to scale up operations with various projects globally utilizing brackish water.",0.65,False,[],,0.4,0.95,0.85,0.695,True,Ben Moussa
52,33,"Desertification is the future of a lot of countries today,\"" she says. \""Our solution is using agroforestry...",-0.25,False,[],,0.4,0.8,0.7,0.605,True,Wissal Ben Moussa
53,32,Long duration storage technology… I’m most optimistic about it.,0.8,False,[],,0.6,0.9,0.8,0.745,True,Jesse Jenkins
54,32,"We had this breakthrough that lets us heat brick directly with infrared, invisible light from heating elements.\"" Rondo CEO stated about their technology to CNN.”” “Right away we knew with third-party engineering reports that this stuff is going to last 100 years.”””",0.65,False,[],,0.6,0.9,0.8,0.745,True,John O’Donnell
55,31,"We need companies to change, as well as cities and churches, schools and universities, businesses and organizations.\"" She emphasized the importance of starting conversations about climate change's relevance and individual action.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Katharine Hayhoe
56,31,Suggesting driving at 55 mph (88 km/h) for fuel efficiency in non-hybrid cars.,-0.25,False,[],,0.4,0.8,0.7,0.605,True,Unspecified
57,32,"Here are a few options within 300 characters, prioritizing different aspects: **Option 1 (Focus on the core idea):** “‘Simple’ is the point!” Ponec laughed. He built solar from his garage, dropping out of Stanford to create industrial heat solutions – recognizing a crucial need. **(214 Characters",0.65,False,[],,0.6,0.95,0.85,0.775,True,Andrew Ponec
58,30,"Our early investment in wind has helped keep electricity rates lower compared to the rest of the country, and you can attribute a lot of that to wind energy.",0.85,False,[],,0.4,0.95,0.85,0.695,True,Johannsen
59,30,The thing about Iowa is it’s really windy here. We know we can be a powerhouse for the rest of the Midwest.,0.65,False,[],,0.3,1.0,0.9,0.685,True,Kerri Johannsen
60,30,"I don’t see (wind) coming up much at all because it’s tied in with climate change and they don’t want to go there,\"" Peter Thorne, a University of Iowa professor, stated regarding wind energy's future.\""\""Most Iowans view wind energy ‘as a positive.’”",-0.6,False,[],,0.9,0.8,0.7,0.805,True,Peter Thorne
61,29,"BECCS offers the most cost-effective, straightforward and efficient way to help the country meet climate targets...\"" Drax highlights potential carbon removal benefits and contribution to Net Zero.",0.85,False,[],,0.7,0.95,0.85,0.815,True,"Will Gardiner, CEO of Drax Group"
62,29,"BECCS is an unproven and highly controversial technology that would come at significant financial cost to the UK public.\"" - Tomos Harrison, Ember",-0.85,False,[],,0.9,0.95,0.85,0.895,True,Tomos Harrison
63,28,"His contributions have been significant, and he is a real part of the legacy of this organization for his excellence.",0.0,False,[],,0.2,0.3,0.4,0.295,False,Grant Hill
64,26,"At the start of the 118th Congress, I promised my constituents to pass legislation to secure our borders and to hold Secretary Mayorkas accountable. Today, with the House having passed H.R. 2 and Secretary Mayorkas impeached, it is time for me to return home.",-0.25,False,[],,0.2,0.1,0.1,0.14,False,Mark Green
65,25,"Rep. Mark Green reversed his retirement decision after encouragement from Donald Trump, praising his work as Homeland Security Committee Chairman and seeking reelection to the U.S. House of Representatives.",-0.25,False,[],,0.4,0.3,0.2,0.305,False,Mark Green
66,24,"Researchers in Hong Kong and China utilized the Dippy Bird's mechanism for clean energy generation, as detailed in a study published in Device journal.",0.65,True,"[56, 49, 39, 40]",Significant shift in topic; a highly technical energy research finding contrasts sharply with political commentary and food preservation advice.,0.6,0.8,0.7,0.685,True,Unspecified
67,24,Researchers utilized a commercial toy to create a prototype generating 100 volts from 100ml of water. They aim to improve efficiency through custom-designed drinking birds.,0.65,False,[],,0.3,0.9,0.7,0.59,False,Wu and her colleagues
68,24,"Here are a few options within 300 characters, prioritizing different aspects: **Option 1 (Concise):** “Witnessing results is still surprising! He’s excited about using the drinking bird method to generate electricity from water vapor – exploring evaporation-to-mechanical-then-electrical conversion",0.65,False,[],,0.4,0.7,0.6,0.545,False,Hao Wu
69,23,Some gardeners are reluctant to use rubber mulch due to potential heavy metal contamination concerns.,-0.25,True,[66],"Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > Shift in focus: Tech research to consumer concerns about material safety - a major sentiment chang",0.3,0.6,0.4,0.41,False,Unspecified
70,23,Federal standards now require that fixtures use less water. An upgrade to a low-flow toilet can also trim about $90 a year off your water bill.,0.15,True,"[66, 49]","The new citation shifts from technical green energy solutions to a political/economic argument regarding public perception and resistance, contrasting sharply with prior research-focused statements.",0.4,0.65,0.7,0.5675,False,Unspecified
71,20,"Inaction is not a climate strategy.\"" He emphasized the need for decisive action and scale in addressing climate change, highlighting the importance of moving quickly with uncertainty.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Dr. Michael Sant (UCLA)
72,20,"Climate change is already killing our oceans.\"" Criticized ‘speculative technology’ and potential harm to marine life. \""We already know that power plants kill fish larvae...",-0.85,False,[],,0.7,0.9,0.8,0.785,True,Lili Fuhr
73,20,"There’s a big difference whether you do this on a scale of one ton, versus a million tons, versus a billion tons. You need to measure, you need to monitor, you need to adapt.",0.25,False,[],,0.4,0.95,0.85,0.695,True,Gaurav Sant
74,20,"Big knowledge gaps\"" exist regarding ocean geoengineering; he expressed concern about science lagging behind industry development.",-0.25,False,[],,0.3,0.6,0.5,0.445,False,Jean-Pierre Gatusso
75,19,"If you imagine 800 GW of coal-fired thermal capacity being added … this by itself will kill all other sustainable energy initiatives happening all across the world, in terms of carbon emissions,\"" said Adani.\""They cannot be deprived of basic needs of energy.",-0.85,False,[],,0.75,0.95,0.85,0.835,True,Adani
76,19,"Everyone would be happy if we could ‘have a 100% of that being provided from sustainable energy sources …[but]… practically, that’s not an option’ at the moment. He also highlighted the challenges faced by India in balancing economic growth with clean energy development.",-0.6,False,[],,0.65,0.85,0.75,0.735,True,Gautam Adani
77,19,"I don’t even do the math any more,\"" Sagar Adani told CNN regarding the scale of the project.””",-0.85,False,[],,0.75,0.95,0.85,0.835,True,Sagar Adani
78,18,The speed of solar and wind expansion is remarkable and a sign that society can bring about rapid change.,0.85,False,[],,0.6,0.95,0.85,0.775,True,Niklas Höhne
79,19,"Here are a few options to refine the text within 300 characters: **Option 1 (Most Concise):** “India must act on an unprecedented scale – like China, Europe & the US – or face a disastrous climate future.” (98 chars) **Option 2 (Slightly more detail):** “He warned India needs to operate at massi",0.85,True,[76],"Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > Shift in tone! New statement contradicts previous pragmatic views on sustainable energy, adopting",0.7,0.95,0.85,0.815,True,Gautam Adani
80,18,Choices in the next 10 years are critical.,0.65,True,"[69, 70, 56]","Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > Shift in focus! New citation prioritizes urgency over broader energy considerations & actionable s",0.6,0.95,0.85,0.775,True,Unspecified
81,18,"The renewables future has arrived.\"" Solar accelerating faster than expected; predicts fossil fuel decline.",0.85,False,[],,0.6,1.0,1.0,0.84,True,Dave Jones
82,17,"The world’s appetite for technologies such as solar panels, electric cars and batteries is growing fast — but we cannot satisfy it without reliable and expanding supplies of critical minerals.",0.25,False,[],,0.6,0.95,0.85,0.775,True,Fatih Birol
83,16,"Curtis, running for US Senate in Utah, believes Republicans would pursue limited rollbacks if they controlled 2025.",-0.6,False,[],,0.7,0.8,0.6,0.69,True,Curtis (Senate Candidate)
84,16,"throw money at woke climate and social programs that won’t work — including over $350 billion for ‘Green New Deal’ initiatives,’”",-0.85,False,[],,0.7,0.9,0.8,0.785,True,Richard Hudson
85,17,"IEA warns of supply concentration risk, expecting 75% of future lithium, nickel, cobalt & rare earth element growth from a few countries, with nearly 95% of graphite supply coming from China.",-0.65,True,"[80, 70, 66]","Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > Shift in focus! New citation abruptly contrasts with previous discussions of green energy & tech,",0.75,0.95,0.85,0.835,True,Unspecified
86,16,"Rep. Loudermilk praised the construction of a Hyundai & SK Battery America EV battery factory in Georgia, citing its size and job creation potential ($7.4B investment).",0.65,False,[],,0.3,0.95,0.85,0.655,True,Barry Loudermilk
87,16,"Louisiana has workers and infrastructure to lead green energy transition, creating good-paying jobs.",0.65,False,[],,0.4,0.95,0.85,0.695,True,Carter
88,16,We take them at their word that they want to repeal this. Our job is to make sure that these investments land and then they stick.,-0.6,False,[],,0.7,0.8,0.6,0.69,True,Sarah Quillian
89,16,Congressman Loudermilk has been vocally supportive of what we’re doing and he recognizes it’s going to take a lot of tools for these critical industries to succeed longterm.,0.65,False,[],,0.4,0.85,0.75,0.635,True,Scott Moskowitz
90,15,"In a major victory for our climate and American energy security, the U.S. Senate has passed the ADVANCE Act with overwhelming, bipartisan support,\"" said Democratic Sen. Tom Carper.”",0.85,False,[],,0.6,0.95,0.85,0.775,True,Tom Carper
91,15,"Gates’ TerraPower project is developing smaller, cheaper reactors with the aim of being built by 2030.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Bill Gates
92,15,"Congress worked together to recognize the importance of nuclear energy to America’s future and got the job done,\"" said Republican Sen. Shelley Moore Capito of West Virginia, the ranking member on the Senate Environment and Public Works Committee.”",-0.25,False,[],,0.4,0.85,0.75,0.635,True,Shelley Moore Capito
93,14,"A subsea cable could be exploited by a transactional presidency like Trump’s in order to force concessions from Europe in other areas,\"" he said.\""And once you build that tie, it’s very difficult to untie it.",-0.85,False,[],,0.65,0.85,0.75,0.735,True,Alessandro Rizzi
94,14,"Gulf countries are investing heavily in renewable energy. They want to be a major provider of green energy... Russia, for example, isn’t investing in renewables and so is being left out.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Alberto Rizzi
95,14,The Biden administration has backed the Sun Cable project to counter China’s Belt and Road Initiative.,0.65,False,[],,0.6,0.95,0.85,0.775,True,Biden Administration
96,13,"The world has the technologies it needs to move the steel industry away from fossil fuels, but the transition is not scaling at the pace we need.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Ryan Gamage (RMI)
97,14,"Here are a few options within 300 characters, aiming for clarity: **Option 1 (Most Concise):** “Excess European solar/wind at midday creates a reverse flow to the US East Coast. Power shifts as Europe rests!” (98 chars) **Option 2 (Slightly more detail):** “Europe’s peak solar/wind overpowers de",0.65,False,[],,0.6,0.95,0.85,0.775,True,Simon Ludlam
98,13,"We need to accelerate the incentives, and he also called for regulating the sector’s carbon intensity. That would be a tailwind for the industry to decarbonize and to take up green steel a bit faster.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Chris Greig
99,13,"People were concerned about how there’s not enough electricity (to produce the hydrogen), that it will cost too much, nobody wants to pay extra for this, or whether this technology will work,’” he told CNN. He believes the HYBRIT project is proving them wrong.””",-0.68,False,[],,0.6,0.85,0.75,0.715,True,Martin Pei
100,13,"Atouife stated that the climate-friendliness of electric arc furnaces depends on the source of electricity, and that using clean hydrogen is a necessary alternative due to scrap steel limitations.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Atouife
101,13,"The sector is not on track.\"" Researcher at Princeton University regarding green hydrogen use in heavy industry.",-0.8,False,[],,0.6,0.8,0.7,0.685,True,Mohamed Atouife
102,14,"Founder of Megawatt-X, stated the potential output of the project – 6 gigawatts – and its comparison to nuclear power plants.",0.65,False,[],,0.7,0.95,0.85,0.815,True,Laurent Segalen
103,14,"When we had the Ukraine invasion, we had a hiatus in the electricity and gas markets, and the interconnectors responded logically.",0.25,False,[],,0.4,0.75,0.6,0.5575,False,Ludlam (Etchea Energy)
104,12,"Every time I’m with a friend walking on the street someone stops to yell, ‘Brat!’ when we see anything green. It’s so iconic and eye-catching — if you see anything online with that color you immediately know what it’s referencing.’”",-0.6,False,[],,0.4,0.8,0.6,0.57,False,David Pressman
105,12,We spent months just talking about color and color references. ‘What does this shade of green mean versus this shade of green? What’s the connotation?’”,-0.85,False,[],,0.7,0.8,0.6,0.69,True,Brent David Freaney
106,12,"Color is a language,\"" said Laurie Pressman, vice president of Pantone. \""We gravitate towards color, and our relationship with color oftentimes happens outside of our consciousness.",0.0,False,[],,0.1,0.1,0.2,0.135,False,Laurie Pressman
107,12,"kamala IS brat.\"" Charli XCX offered her seal of approval for Kamala Harris, popularizing the term #Bratsummer across social media platforms.”",-0.85,False,[],,0.2,0.1,0.1,0.14,False,Charli XCX
108,11,I can’t find a good source that explains why or if it’s noticeably effective. It’s one of those cultural things that some people do but can’t tell you why.,-0.6,False,[],,0.7,0.8,0.6,0.69,True,Neoh
109,11,"Here are a few options within 300 characters: **Option 1 (Most Concise):** “Blanching briefly immerses veggies/fruit in hot liquid (water, steam) for 30-min. Shocking with ice water stops the process!” **Option 2 (Slightly More Detail):** “Blanching: Briefly cook food in hot liquid (water, stock",-0.75,False,[],,0.1,0.1,0.1,0.1,False,Khailing Neoh
110,8,"Every single event is affected by climate change. (Even if) no single flood is (directly) caused by climate change, it has been made more likely.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Haustein
111,8,"Climate researcher at Leipzig University stated that El Niño/La Niña shifts and global warming influence the Intertropical Convergence Zone’s movement, leading to northward shifts in storms.",-0.2,False,[],,0.4,0.95,0.85,0.695,True,Karsten Haustein
112,7,"This iconic landscape could be changed forever,\"" he said. One of the authors, Olly Bartlett, a senior lecturer in remote sensing and geography at the University of Hertfordshire, noted that the greening trend is dramatic.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Olly Bartlett
113,7,"Our findings confirm that the influence of anthropogenic climate change has no limit in its reach. Even on the Antarctic Peninsula – this most extreme, remote and isolated ‘wilderness’ region – the landscape is changing, and these effects are visible from space.",-0.6,False,[],,0.9,0.85,0.75,0.835,True,Thomas Roland
114,6,"If the world adopts EVs in 2060 rather than 2020, it makes a giant difference for the planet because there is 40 years of burning gasoline rather than using a cleaner grid.\""\""The pace of adoption matters even if we end up at the same place in the end.",0.85,False,[],,0.6,0.95,0.85,0.775,True,David Shapiro
115,6,"California could keep the $7,500 EV credit alive if Trump kills the cost-saving measure",0.65,False,[],,0.6,0.95,0.85,0.775,True,Gavin Newsom
116,6,"I would expect to see announced manufacturing facilities…fold up,’” said Jason Walsh, executive director of the BlueGreen Alliance.”",-0.6,False,[],,0.75,0.95,0.85,0.835,True,Jason Walsh
117,6,"His priority for ‘Day 1 and the first 100 days’ will be ‘to roll back regulations.’\"" – Lee Zeldin regarding EPA priorities.",-0.85,False,[],,0.75,0.95,0.85,0.835,True,Lee Zeldin
118,6,"There is no ‘climate crisis,’” and “the only thing resembling a crisis … is the regressive, opportunity-squelching policies justified in the name of climate change.",-0.92,False,[],,0.9,0.95,0.85,0.895,True,Chris Wright
119,6,"The beauty of the Inflation Reduction Act is that there is a built-in defense system… ‘It’s the economy, stupid.’ There’s hundreds of thousands of new jobs that have been created. Manufacturing is back in the United States.",0.65,False,[],,0.6,0.95,0.85,0.775,True,Lori Lodes
120,6,The article details shifts in Senate control based on carbon emission levels and electoral outcomes without specific statements or actions attributed to individuals.,-0.2,True,"[85, 80, 66]","Here are a few options summarizing the comment, all under 200 characters: **Option 1 (Concise):** > New citation lacks specifics & actionable insights compared to previous ones, shifting to broader",0.3,0.65,0.4,0.4225,False,Unspecified
121,6,Trump promised to take a wrecking ball to virtually all of President Joe Biden’s efforts aimed at reducing carbon emissions and accelerating the shift from fossil fuels to lower-carbon alternatives.,-0.85,False,[],,1.0,1.0,1.0,1.0,True,Donald Trump
122,6,The challenge we’re facing is Trump and the GOP leadership in Congress is not going to present members with a simple up or down vote...,-0.85,False,[],,0.3,0.6,0.4,0.41,False,Brian Walsh
123,5,"Agritech and sustainable agricultural practices can play a crucial role in mitigating or reversing desertification.\"" He added that greenhouses could yield five times more land productivity and seven times more water productivity than open fields.””",0.08,False,[],,0.4,0.95,0.85,0.695,True,Martin
124,5,"A number of agritech start-ups have emerged in recent years to address regional food production challenges...\""”",-0.2,False,[],,0.3,0.8,0.7,0.565,False,Vincent Martin
125,5,"Associate professor at KAUST developed the SecondSky technology. John Keppler, Iyris executive chairperson, highlighted the company's mission to enable sustainable agriculture.",0.65,False,[],,0.4,0.95,0.85,0.695,True,Derya Baran
126,4,"The general expectation is we’re going to see reduced federal spending\"" under Trump. Big tech commitments will influence policy.”",-0.25,False,[],,0.6,0.8,0.7,0.685,True,"Alan Ahn, Third Way"
127,4,"North Dakota Gov. Doug Burgum is appointed Energy Czar and Interior Secretary, overseeing fossil fuel projects despite state’s growing wind energy sector.",-0.8,False,[],,0.9,1.0,1.0,0.96,True,Doug Burgum
128,4,Musk’s role as CEO of America’s largest EV company and advisor to Trump complicates energy policy discussions.,-0.2,False,[],,0.8,0.85,0.75,0.795,True,Elon Musk
129,4,"When he takes office, President Trump will make America energy dominant again, protect our energy jobs, and bring down the cost of living for working families,\"" transition spokesperson Karoline Leavitt said.",-0.85,False,[],,0.9,1.0,1.0,0.96,True,Karoline Leavitt
130,4,"Federal regulations inherently impede energy production.\""\""“The steps taken by the Biden administration have been way beyond anything we’ve ever seen in the past — not issuing leases; then when they issue leases, they basically issue leases where there wasn’t much interest.”",-0.82,False,[],,0.75,0.95,0.85,0.835,True,"Ron Ness, president of the North Dakota Petroleum Council"
131,3,"We are overheating everything around us,\"" Zeyneb Magavi, a scientist and co-executive director of HEET, told CNN. \""The idea that we could build thermal networks as a simple infrastructure … and tap all of that excess thermal in the world stored around us, we have a win-win.",0.85,False,[],,0.4,0.85,0.75,0.635,True,Zeyneb Magavi
132,3,"Cost is a huge driver…We’re very sensitive to making sure that service is generally safe and reliable, but also cost-effective.",-0.25,False,[],,0.4,0.85,0.75,0.635,True,Nikki Bruno (Eversource)
